"","Age","Country","TRAD_F_1","TRAD_F_2","TRAD_F_3","TRAD_F_4","TRAD_F_5","TRAD_F_6","TRAD_F_7","TRAD_F_8","TRAD_F_9","TRAD_F_10","TRAD_F_11","TRAD_F_12","TRAD_M_13","TRAD_M_14","TRAD_M_15","TRAD_M_16","TRAD_M_17","TRAD_M_18","SEX_BIN","ATG1R","ATG2R","ATG3R","ATG4R","ATG5R","ATL1R","ATL2R","ATL3R","ATL4R","ATL5R","SSM","SSP","CONTBIN","ATTGL","GRTRAD","REL_1rec","REL_2rec","RELIGIOSITY_NEW","ATT_GAY","ATT_LESB","ATT_GL","Numb_Contacts","Meanqual","RELIGIOSITY","Contact2"
"8517",21,"Belgium",6,6,6,1,6,3,4,4,4,4,4,4,4,4,4,5,4,4,"Male",1,2,2,3,3,4,4,2,3,4,4,5,"No contact",2.8,4.33333333333333,2,2,1.1,2.2,3.4,2.8,0,NA,1.1,NA
"8518",24,"Belgium",2,5,3,4,4,4,3,6,5,6,3,6,6,6,5,5,6,5,"Male",1,1,2,1,2,4,4,3,4,3,1,1,"No contact",2.5,4.46666666666667,2,4,2.3,1.4,3.6,2.5,0,NA,2.3,NA
"8519",21,"Belgium",5,5,4,5,5,5,5,4,5,4,4,4,6,6,6,6,6,6,"Male",3,NA,3,3,3,4,3,3,3,3,4,4,"No contact",3.11111111111111,5,2,2,1.1,3,3.2,3.1,0,NA,1.1,NA
"8520",19,"Belgium",2,2,1,NA,4,1,4,4,4,2,4,2,4,1,1,1,1,1,"Male",4,4,2,4,3,4,4,2,4,3,NA,5,"No contact",3.4,2.35714285714286,3,3,2.2,3.4,3.4,3.4,0,NA,2.2,NA
"8521",20,"Belgium",5,4,4,3,5,3,5,4,4,4,2,4,5,6,4,6,4,5,"Male",1,1,1,1,1,1,1,1,1,1,1,1,"No contact",1,4.26666666666667,6,6,5.5,1,1,1,0,NA,5.5,NA
"8522",24,"Belgium",3,4,2,2,6,2,5,2,5,3,3,2,3,2,2,2,2,2,"Male",4,2,3,4,4,4,2,3,4,4,6,5,"No contact",3.4,3.06666666666667,NA,NA,NA,3.4,3.4,3.4,0,NA,NA,NA
"8523",20,"Belgium",2,4,1,1,5,3,3,2,2,4,2,3,6,5,5,5,5,4,"Male",2,2,2,4,3,3,3,3,4,3,5,5,"No contact",2.9,3.4,2,3,1.7,2.6,3.2,2.9,0,NA,1.7,NA
"8524",18,"Belgium",5,2,1,1,5,4,4,4,5,4,4,4,4,4,3,3,2,3,"Male",4,2,3,4,3,4,3,3,4,3,5,2,"No contact",3.3,3.53333333333333,2,2,1.1,3.2,3.4,3.3,0,NA,1.1,NA
"8525",18,"Belgium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,"No contact",NA,NA,3,4,2.8,NA,NA,NA,0,NA,2.8,NA
"8526",20,"Belgium",3,3,5,1,3,3,3,6,3,4,3,5,5,5,3,4,4,5,"Male",3,1,1,2,3,3,2,1,2,2,4,4,"No contact",2,3.53333333333333,2,2,1.1,2,2,2,0,NA,1.1,NA
"8527",20,"Belgium",3,4,6,6,2,4,1,4,1,5,5,6,6,6,6,6,6,6,"Male",3,1,1,2,2,2,1,1,2,2,1,4,"No contact",1.7,4.46666666666667,2,2,1.1,1.8,1.6,1.7,0,NA,1.1,NA
"8528",20,"Belgium",1,1,1,1,2,1,1,5,6,1,1,1,1,1,1,1,1,1,"Male",3,3,1,4,3,3,3,1,3,4,4,2,"No contact",2.8,1.4,3,5,3.4,2.8,2.8,2.8,0,NA,3.4,NA
"8529",24,"Belgium",5,4,4,6,6,3,6,2,4,4,4,4,3,3,3,3,3,3,"Male",1,1,1,4,1,4,4,4,1,4,1,1,"No contact",2.5,4.13333333333333,2,2,1.1,1.6,3.4,2.5,0,NA,1.1,NA
"8530",18,"Belgium",4,4,3,2,4,4,5,5,4,4,4,4,5,5,NA,5,4,4,"Male",2,3,2,2,3,3,3,3,3,3,2,2,"No contact",2.7,4.07142857142857,5,5,4.4,2.4,3,2.7,0,NA,4.4,NA
"8531",19,"Belgium",4,2,NA,1,4,2,3,4,4,4,2,4,4,4,3,2,3,3,"Male",3,2,2,3,3,3,3,2,4,3,5,5,"No contact",2.8,3.07142857142857,2,2,1.1,2.6,3,2.8,0,NA,1.1,NA
"8532",20,"Belgium",5,5,1,1,6,3,4,2,4,4,3,4,4,5,4,4,4,4,"Male",4,4,1,4,4,4,4,2,4,4,6,5,"No contact",3.5,3.8,2,2,1.1,3.4,3.6,3.5,0,NA,1.1,NA
"8533",27,"Belgium",2,1,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,1,1,4,4,4,1,4,4,5,4,"Contact",3.1,1.4,6,5,4.9,2.8,3.4,3.1,1,NA,4.9,NA
"8534",18,"Belgium",5,2,1,1,5,1,5,6,5,2,5,4,4,4,3,5,3,3,NA,4,4,3,4,4,4,4,4,4,4,6,5,"Contact",3.9,3.46666666666667,3,3,2.2,3.8,4,3.9,3,4.5,2.2,6
"8535",22,"Belgium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,"Contact",NA,NA,3,3,2.2,NA,NA,NA,1,4,2.2,1.5
"8536",35,"Belgium",6,5,2,1,6,4,5,4,5,4,2,4,5,4,4,4,4,4,"Female",4,4,2,4,4,4,4,2,4,4,6,5,"Contact",3.6,4.06666666666667,3,4,2.8,3.6,3.6,3.6,3,4,2.8,4.5
"8537",52,"Belgium",1,5,1,1,6,1,4,2,1,4,3,5,5,4,1,1,1,1,"Female",4,4,1,4,4,4,4,1,4,4,6,6,"Contact",3.4,2.86666666666667,2,2,1.1,3.4,3.4,3.4,12,4,1.1,18
"8538",21,"Belgium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Female",3,3,1,2,3,3,3,2,3,3,2,2,"Contact",2.6,NA,3,3,2.2,2.4,2.8,2.6,1,4,2.2,1.5
"8539",21,"Belgium",4,3,1,1,3,1,3,2,3,3,1,4,3,3,3,3,3,3,"Female",4,4,3,4,4,4,4,3,4,4,6,5,"Contact",3.8,2.6,2,2,1.1,3.8,3.8,3.8,2,4.5,1.1,4
"8540",22,"Belgium",2,3,4,3,2,3,1,3,4,4,1,3,6,5,5,6,5,5,"Female",4,4,3,4,3,4,3,2,4,3,6,5,"Contact",3.4,3.46666666666667,2,2,1.1,3.6,3.2,3.4,4,3.33333333333333,1.1,3.33333333333333
"8541",20,"Belgium",5,5,1,1,6,2,5,4,5,4,3,5,4,4,3,4,3,3,"Female",4,4,4,4,4,4,4,4,4,4,6,6,"Contact",4,3.8,2,3,1.7,4,4,4,1,4,1.7,1.5
"8542",22,"Belgium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Female",3,4,NA,NA,3,3,4,NA,NA,4,5,2,"Contact",3.5,NA,3,2,1.6,3.33333333333333,3.66666666666667,3.5,2,NA,1.6,NA
"8543",21,"Belgium",4,3,2,2,6,2,3,3,3,3,3,4,4,5,3,3,4,3,"Female",4,4,3,4,4,NA,4,2,4,4,4,4,"Contact",3.66666666666667,3.33333333333333,2,2,1.1,3.8,3.5,3.65,2,3,1.1,1
"8544",20,"Belgium",6,4,3,3,5,3,6,3,6,3,3,3,5,4,4,4,4,4,"Female",4,4,4,4,4,4,4,4,4,4,5,5,"Contact",4,4.13333333333333,3,3,2.2,4,4,4,3,4.66666666666667,2.2,6.5
"8545",22,"Belgium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Contact",NA,NA,2,3,1.7,NA,NA,NA,2,3.5,1.7,2
"8546",18,"Belgium",4,4,1,1,5,2,4,3,3,2,3,4,3,2,2,2,2,4,"Female",4,4,4,4,4,4,4,4,4,4,6,5,"Contact",4,2.8,4,4,3.3,4,4,4,3,3.5,3.3,3
"8547",26,"Belgium",3,3,4,3,4,2,4,3,4,4,2,3,4,4,3,3,4,3,"Female",4,4,3,4,1,4,4,3,4,1,5,5,"Contact",3.2,3.33333333333333,3,2,1.6,3.2,3.2,3.2,12,4.5,1.6,24
"8548",18,"Belgium",4,2,1,1,6,1,6,3,3,3,4,5,4,4,1,1,1,1,"Female",4,4,2,3,3,4,4,2,3,3,4,3,"Contact",3.2,3.06666666666667,2,3,1.7,3.2,3.2,3.2,6,4.66666666666667,1.7,13
"8549",20,"Belgium",4,3,3,1,5,2,6,5,6,2,4,3,3,2,3,3,3,3,"Female",3,3,3,3,3,3,3,3,3,3,6,6,"Contact",3,3.33333333333333,2,2,1.1,3,3,3,3,4,1.1,4.5
"8550",41,"Belgium",6,1,1,1,6,1,6,2,1,1,1,3,3,3,1,6,3,3,"Female",4,4,4,4,4,4,4,4,4,4,6,6,"Contact",4,2.73333333333333,2,2,1.1,4,4,4,10,5,1.1,25
"8551",24,"Belgium",4,4,3,3,4,4,4,3,4,3,3,3,3,3,4,4,3,3,"Female",4,4,4,4,4,4,4,4,4,4,6,6,"Contact",4,3.53333333333333,2,2,1.1,4,4,4,1,4,1.1,1.5
"8552",21,"Belgium",5,3,3,1,5,1,5,4,5,3,1,1,3,3,3,5,3,1,"Female",2,2,2,3,4,3,2,2,3,3,2,2,"Contact",2.6,3.13333333333333,2,2,1.1,2.6,2.6,2.6,1,3,1.1,0.5
"8553",18,"Belgium",3,5,5,4,5,5,5,6,4,5,6,5,5,5,4,5,5,4,"Female",4,4,3,4,4,NA,3,3,4,3,5,4,"Contact",3.55555555555556,4.73333333333333,3,3,2.2,3.8,3.25,3.525,2,4,2.2,3
"8554",19,"Belgium",5,4,1,1,4,2,5,3,5,3,4,3,3,1,1,3,2,3,"Female",4,4,3,4,4,4,4,1,4,3,6,5,"Contact",3.5,3,3,2,1.6,3.8,3.2,3.5,6,4,1.6,9
"8555",19,"Belgium",5,2,1,1,5,1,6,2,5,1,5,3,3,3,2,2,1,2,"Female",4,4,2,4,3,4,4,2,4,3,6,6,"Contact",3.4,3,3,2,1.6,3.4,3.4,3.4,1,NA,1.6,NA
"8556",21,"Belgium",6,1,1,1,6,1,1,4,1,1,1,1,1,1,1,1,1,1,"Female",4,4,4,4,4,4,4,4,4,4,6,6,"Contact",4,1.66666666666667,2,2,1.1,4,4,4,12,4,1.1,18
"8557",20,"Belgium",4,4,1,1,5,2,4,1,2,2,2,2,5,5,3,3,4,3,"Female",4,4,4,4,4,4,4,4,4,4,6,6,"Contact",4,3,2,4,2.3,4,4,4,5,4.5,2.3,10
"8558",20,"Belgium",5,1,2,2,2,1,6,5,6,4,1,1,6,6,6,5,NA,6,"Female",1,1,1,1,2,1,1,2,2,2,2,2,"Contact",1.4,3.6,7,6,6,1.2,1.6,1.4,1,NA,6,NA
"8559",21,"Belgium",2,2,1,2,3,2,3,4,2,3,NA,2,4,4,4,4,4,4,"Female",4,4,2,4,4,4,4,2,4,4,6,5,"Contact",3.6,2.71428571428571,2,NA,1,3.6,3.6,3.6,9,4,1,13.5
"8560",21,"Belgium",4,1,1,1,4,1,3,1,4,1,2,1,6,2,3,5,4,3,"Female",3,4,3,3,3,3,3,3,4,3,5,4,"Contact",3.2,2.6,2,4,2.3,3.2,3.2,3.2,9,4,2.3,13.5
"8561",21,"Belgium",5,5,1,3,6,2,4,4,4,4,4,3,4,4,3,NA,4,3,"Female",3,4,2,3,3,3,3,2,2,2,4,4,"Contact",2.7,3.71428571428571,3,5,3.4,3,2.4,2.7,2,3,3.4,1
"8562",28,"Belgium",5,3,1,1,5,1,6,6,6,4,5,1,4,5,3,6,5,5,"Female",NA,NA,NA,3,3,NA,NA,NA,3,3,5,1,"Contact",3,3.73333333333333,2,4,2.3,3,3,3,2,NA,2.3,NA
"8563",19,"Belgium",4,5,3,2,NA,5,6,4,6,5,4,5,3,4,3,4,3,3,"Female",4,4,2,4,4,4,4,2,4,4,6,5,"Contact",3.6,4.21428571428571,2,3,1.7,3.6,3.6,3.6,12,3.5,1.7,12
"8564",19,"Belgium",4,2,3,3,4,3,4,4,4,3,1,3,3,3,3,4,3,3,"Female",4,4,3,4,3,4,4,3,2,3,5,4,"Contact",3.4,3.13333333333333,2,4,2.3,3.6,3.2,3.4,7,3,2.3,3.5
"8565",22,"Belgium",6,4,3,1,6,1,2,2,2,2,3,5,4,5,4,3,4,4,"Female",4,4,2,4,4,4,4,2,4,4,5,5,"Contact",3.6,3.4,3,3,2.2,3.6,3.6,3.6,1,NA,2.2,NA
"8566",21,"Belgium",3,2,2,2,4,2,3,3,2,3,2,2,5,5,3,3,3,3,"Female",3,NA,2,3,3,3,4,3,3,3,6,5,"Contact",3,2.86666666666667,3,3,2.2,2.75,3.2,2.975,5,4.5,2.2,10
"8567",19,"Belgium",2,1,1,1,4,1,4,3,3,4,1,3,3,3,1,1,1,1,"Female",4,4,1,4,3,4,4,1,4,3,6,6,"Contact",3.2,2.2,2,3,1.7,3.2,3.2,3.2,2,4,1.7,3
"8568",18,"Belgium",4,5,1,1,4,1,6,6,5,4,2,4,6,5,5,6,5,5,"Female",4,4,3,4,4,4,4,3,4,4,6,5,"Contact",3.8,3.93333333333333,3,3,2.2,3.8,3.8,3.8,3,4,2.2,4.5
"8569",19,"Belgium",2,1,3,1,4,1,5,5,6,2,3,4,2,3,2,2,1,2,"Female",4,4,2,4,4,4,4,2,4,4,6,5,"Contact",3.6,2.73333333333333,3,2,1.6,3.6,3.6,3.6,9,3.66666666666667,1.6,10.5
"8570",19,"Belgium",2,3,1,1,5,1,2,4,1,2,1,2,1,1,1,4,1,1,"Female",4,4,2,4,4,4,4,2,4,4,6,5,"Contact",3.6,1.86666666666667,3,2,1.6,3.6,3.6,3.6,8,3.66666666666667,1.6,9.33333333333333
"8571",19,"Belgium",3,3,5,2,5,3,5,6,1,4,4,3,3,4,3,3,3,3,"Female",3,3,3,4,3,3,2,3,3,4,5,2,"Contact",3.1,3.4,3,3,2.2,3.2,3,3.1,4,3,2.2,2
"8572",19,"Belgium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,"Contact",NA,NA,4,6,4.5,NA,NA,NA,2,4,4.5,3
"8573",52,"Belgium",3,1,1,1,3,1,4,5,5,1,3,3,3,NA,3,3,2,3,"Female",4,4,2,3,4,4,4,2,3,4,5,5,"Contact",3.4,2.5,2,2,1.1,3.4,3.4,3.4,8,3.5,1.1,8
"8574",21,"Belgium",2,1,2,1,5,1,6,4,6,1,1,2,1,1,1,1,1,1,"Female",4,4,2,4,4,4,4,2,4,4,5,5,"Contact",3.6,2.13333333333333,2,2,1.1,3.6,3.6,3.6,5,4,1.1,7.5
"8575",37,"Belgium",3,4,1,1,5,3,4,4,4,4,2,4,4,4,3,2,1,4,"Female",4,4,4,4,4,4,4,4,4,4,6,6,"Contact",4,3.2,2,2,1.1,4,4,4,5,4,1.1,7.5
"8576",18,"Belgium",5,4,3,2,5,2,4,3,4,4,4,4,NA,NA,NA,NA,NA,NA,"Female",4,4,3,4,4,4,4,3,4,4,5,5,"Contact",3.8,3.72727272727273,5,5,4.4,3.8,3.8,3.8,11,4,4.4,16.5
"8577",51,"Belgium",4,3,1,1,2,1,6,5,1,2,1,2,5,1,4,4,1,1,"Female",4,4,1,4,4,4,4,1,4,4,6,6,"Contact",3.4,2.53333333333333,2,2,1.1,3.4,3.4,3.4,7,4.5,1.1,14
"8578",19,"Belgium",4,1,1,1,6,1,4,5,6,2,4,3,2,1,2,3,2,2,"Female",3,3,2,3,3,3,3,2,3,3,6,6,"Contact",2.8,2.73333333333333,2,3,1.7,2.8,2.8,2.8,3,4,1.7,4.5
"8579",57,"Belgium",6,6,1,5,6,1,6,4,4,4,6,6,6,4,6,6,6,6,"Female",1,3,4,3,4,1,1,4,4,4,1,1,"Contact",2.9,4.86666666666667,2,4,2.3,3,2.8,2.9,12,NA,2.3,NA
"8580",18,"Belgium",5,3,1,1,6,2,4,3,6,2,1,1,4,4,2,2,3,1,"Female",4,4,3,4,4,4,4,4,4,4,6,5,"Contact",3.9,2.93333333333333,3,4,2.8,3.8,4,3.9,1,4,2.8,1.5
"8581",23,"Belgium",1,1,1,1,4,1,4,1,5,1,1,2,4,3,2,2,2,4,"Female",4,4,3,4,4,4,4,3,4,4,6,5,"Contact",3.8,2.2,2,5,2.9,3.8,3.8,3.8,8,4.5,2.9,16
"8582",19,"Belgium",2,1,1,2,4,1,1,1,2,1,1,2,NA,NA,NA,NA,NA,NA,"Female",4,4,1,4,3,4,4,1,4,3,6,4,"Contact",3.2,1.63636363636364,2,4,2.3,3.2,3.2,3.2,9,5,2.3,22.5
"8583",25,"Belgium",5,5,4,1,4,3,4,4,5,5,3,4,3,3,3,3,3,1,"Female",2,2,3,2,3,2,2,3,2,3,4,2,"Contact",2.4,3.66666666666667,3,4,2.8,2.4,2.4,2.4,2,2,2.8,-1
"8584",19,"Belgium",2,1,1,1,4,2,3,3,5,2,1,1,3,2,3,3,3,3,"Female",4,4,2,4,4,4,4,2,4,4,6,6,"Contact",3.6,2.26666666666667,2,3,1.7,3.6,3.6,3.6,3,3,1.7,1.5
"8585",18,"Belgium",4,1,1,1,3,1,3,1,2,1,2,1,4,5,1,2,1,1,"Female",4,4,1,4,4,4,4,1,4,4,6,5,"Contact",3.4,2.13333333333333,2,2,1.1,3.4,3.4,3.4,12,3,1.1,6
"8586",18,"Belgium",1,1,1,1,3,1,2,3,4,1,1,1,2,1,2,1,1,1,"Female",4,4,4,4,4,4,4,4,4,4,6,6,"Contact",4,1.53333333333333,2,2,1.1,4,4,4,6,3.5,1.1,6
"8587",25,"Belgium",4,6,3,2,6,6,6,6,6,6,4,4,3,1,4,5,3,4,"Female",4,4,2,4,4,4,4,3,4,4,6,6,"Contact",3.7,4.4,2,3,1.7,3.6,3.8,3.7,4,NA,1.7,NA
"8588",19,"Belgium",3,4,1,1,4,3,4,6,4,4,3,3,1,4,2,4,2,2,"Female",3,2,1,3,3,3,2,3,3,3,5,5,"Contact",2.6,3,2,2,1.1,2.4,2.8,2.6,2,NA,1.1,NA
"8589",34,"Belgium",5,2,1,1,5,1,2,1,1,1,1,1,2,2,2,2,NA,2,"Female",4,4,4,4,4,4,4,4,4,4,6,6,"Contact",4,1.93333333333333,3,3,2.2,4,4,4,6,4,2.2,9
"8590",19,"Belgium",4,4,3,2,5,3,NA,5,6,4,2,5,5,5,4,4,4,4,"Female",4,4,2,4,4,4,4,2,4,4,6,4,"Contact",3.6,4,2,3,1.7,3.6,3.6,3.6,14,4.33333333333333,1.7,25.6666666666667
"8591",24,"Belgium",6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Female",4,4,4,4,4,4,4,4,4,4,6,6,"Contact",4,1.33333333333333,2,2,1.1,4,4,4,2,4,1.1,3
"8592",22,"Belgium",2,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,"Female",4,4,1,4,4,4,4,1,4,4,6,6,"Contact",3.4,1.33333333333333,NA,NA,NA,3.4,3.4,3.4,6,3.5,NA,6
"8593",19,"Belgium",6,5,1,2,6,2,4,3,4,4,2,3,5,5,4,3,4,3,"Female",4,4,3,4,4,4,4,3,4,4,6,6,"Contact",3.8,3.73333333333333,3,4,2.8,3.8,3.8,3.8,8,2,2.8,-4
"8594",18,"Belgium",5,5,1,1,6,2,6,3,6,4,4,3,3,2,1,2,2,2,"Female",4,4,2,4,4,3,3,2,4,3,5,5,"Contact",3.3,3.4,3,5,3.4,3.6,3,3.3,5,4.5,3.4,10
"8595",20,"Belgium",4,5,3,2,6,1,6,4,5,4,4,5,3,4,2,4,4,3,"Female",4,4,2,4,4,4,4,3,4,4,5,5,"Contact",3.7,3.86666666666667,3,3,2.2,3.6,3.8,3.7,3,3,2.2,1.5
"8596",30,"Belgium",5,5,2,2,5,3,2,4,2,4,2,3,4,4,2,1,3,1,"Female",4,4,2,4,4,4,4,2,4,4,2,2,"Contact",3.6,3.06666666666667,3,2,1.6,3.6,3.6,3.6,3,4,1.6,4.5
"8597",19,"Belgium",1,4,1,1,5,1,4,4,3,4,1,4,3,4,4,4,4,3,"Female",4,4,NA,4,4,4,4,NA,4,4,6,6,"Contact",4,2.93333333333333,2,2,1.1,4,4,4,2,5,1.1,5
"8598",38,"Belgium",4,4,4,3,4,3,4,4,4,3,4,4,4,3,3,3,3,3,"Female",4,4,3,4,4,4,4,4,4,4,6,5,"Contact",3.9,3.6,3,4,2.8,3.8,4,3.9,14,4.33333333333333,2.8,25.6666666666667
"8599",NA,"Belgium",2,1,1,1,4,1,5,2,4,2,1,5,4,4,4,3,4,4,"Female",4,4,4,4,4,4,4,4,4,4,6,6,"Contact",4,2.8,2,2,1.1,4,4,4,10,4.66666666666667,1.1,21.6666666666667
"8600",51,"Belgium",4,5,1,1,4,1,5,2,5,1,1,1,5,1,4,5,5,2,"Female",3,4,3,4,4,4,4,3,4,4,5,5,"Contact",3.7,2.93333333333333,3,4,2.8,3.6,3.8,3.7,2,NA,2.8,NA
"8601",24,"Belgium",4,3,2,2,5,2,5,2,4,2,3,2,4,4,3,3,3,3,"Female",4,4,3,4,4,4,4,3,4,4,6,6,"Contact",3.8,3.2,3,2,1.6,3.8,3.8,3.8,2,3.5,1.6,2
"8602",20,"Belgium",2,3,1,1,6,2,5,5,5,1,1,2,4,4,3,2,1,3,"Female",4,4,3,4,3,4,4,3,4,3,6,5,"Contact",3.6,2.8,2,2,1.1,3.6,3.6,3.6,3,4,1.1,4.5
"8603",23,"Belgium",2,3,1,2,5,2,4,5,5,4,3,3,6,6,5,4,5,4,"Female",4,4,4,4,4,4,4,4,4,4,5,5,"Contact",4,3.66666666666667,2,2,1.1,4,4,4,2,4,1.1,3
"8604",46,"Belgium",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Female",4,4,4,4,4,4,4,4,4,4,6,6,"Contact",4,1,2,2,1.1,4,4,4,7,4,1.1,10.5
"8605",31,"Belgium",2,1,1,1,4,1,3,4,3,1,3,3,4,4,3,3,3,3,"Female",4,4,4,4,3,4,4,4,4,3,6,5,"Contact",3.8,2.46666666666667,2,2,1.1,3.8,3.8,3.8,2,3.5,1.1,2
"8606",20,"Belgium",5,5,3,1,6,2,3,3,4,3,3,3,NA,NA,NA,NA,NA,NA,"Female",4,4,4,4,4,4,4,4,4,4,5,5,"Contact",4,3.45454545454545,3,2,1.6,4,4,4,6,4.33333333333333,1.6,11
"8607",19,"Belgium",4,2,1,1,4,1,2,2,1,2,1,3,2,2,2,1,1,1,"Female",4,4,NA,4,4,4,4,NA,4,4,6,6,"Contact",4,1.93333333333333,2,2,1.1,4,4,4,9,3.5,1.1,9
"8608",35,"Belgium",2,2,1,1,2,1,6,4,2,2,1,2,5,5,5,4,4,4,"Female",4,4,NA,4,4,4,4,NA,4,4,5,5,"Contact",4,2.73333333333333,2,2,1.1,4,4,4,3,NA,1.1,NA
"8609",38,"Belgium",5,2,1,1,5,1,NA,2,NA,2,2,5,NA,NA,2,2,2,NA,"Female",4,4,4,4,4,4,4,4,4,4,6,6,"Contact",4,2.54545454545455,3,3,2.2,4,4,4,3,5,2.2,7.5
"8610",29,"Belgium",6,5,5,2,5,3,4,3,4,4,4,4,4,4,4,4,4,4,"Female",4,4,2,4,3,4,4,2,4,3,6,5,"Contact",3.4,4.13333333333333,2,3,1.7,3.4,3.4,3.4,9,4.66666666666667,1.7,19.5
"8611",23,"Belgium",2,2,4,1,4,1,4,2,4,2,2,1,5,4,4,3,4,4,"Female",4,4,3,4,4,NA,3,3,4,4,5,5,"Contact",3.66666666666667,2.86666666666667,3,2,1.6,3.8,3.5,3.65,2,3,1.6,1
"8612",22,"Belgium",5,2,1,1,5,2,2,3,5,3,1,4,2,2,1,3,2,1,"Female",4,4,NA,4,4,4,4,NA,4,4,6,6,"Contact",4,2.6,2,3,1.7,4,4,4,7,4,1.7,10.5
"8613",24,"Belgium",1,1,1,1,2,1,6,2,6,2,1,2,6,2,3,6,4,3,"Female",4,4,4,4,4,NA,NA,NA,NA,NA,6,6,"Contact",4,2.73333333333333,2,2,1.1,4,NA,4,9,5.33333333333333,1.1,25.5
"8614",22,"Belgium",4,2,2,2,4,2,5,2,4,2,1,2,4,4,3,2,2,3,"Female",4,4,3,4,4,4,4,3,4,4,5,5,"Contact",3.8,2.86666666666667,2,2,1.1,3.8,3.8,3.8,12,4,1.1,18
"8615",22,"Belgium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Contact",NA,NA,2,3,1.7,NA,NA,NA,5,4.33333333333333,1.7,9.16666666666666
"8616",24,"Belgium",2,1,1,1,2,2,1,2,1,2,1,1,1,1,1,1,1,1,"Female",4,4,2,4,4,4,4,2,4,4,6,6,"Contact",3.6,1.26666666666667,2,2,1.1,3.6,3.6,3.6,8,3.5,1.1,8
"8617",20,"Belgium",4,1,1,1,5,1,3,4,2,1,1,2,4,3,3,2,3,2,"Female",4,4,3,4,4,4,4,4,4,4,6,6,"Contact",3.9,2.26666666666667,2,3,1.7,3.8,4,3.9,2,5,1.7,5
"8618",23,"Belgium",4,2,1,1,6,1,4,4,4,3,1,2,4,3,3,3,4,4,"Female",4,3,2,4,4,4,4,3,4,4,5,5,"Contact",3.6,2.8,2,4,2.3,3.4,3.8,3.6,9,3,2.3,4.5
"8619",27,"Belgium",3,2,2,2,5,2,5,2,4,2,2,2,4,2,2,2,2,2,"Female",3,3,3,4,4,NA,NA,NA,NA,NA,5,4,"Contact",3.4,2.73333333333333,3,4,2.8,3.4,NA,3.4,1,3,2.8,0.5
"8620",18,"Belgium",4,4,2,1,5,2,2,1,4,1,4,2,3,6,4,6,2,1,"Female",3,4,3,3,4,4,4,4,3,4,5,NA,"Contact",3.6,3.33333333333333,3,2,1.6,3.4,3.8,3.6,5,3.5,1.6,5
"8621",23,"Belgium",4,4,1,1,4,2,4,3,4,4,2,3,6,6,5,4,5,4,"Female",4,4,1,4,4,4,4,3,4,4,6,3,"Contact",3.6,3.6,3,4,2.8,3.4,3.8,3.6,12,5,2.8,30
"8622",21,"Belgium",3,4,1,1,2,2,2,6,2,1,1,1,3,3,2,2,3,3,"Female",4,4,2,4,4,4,4,2,4,4,6,5,"Contact",3.6,2,3,2,1.6,3.6,3.6,3.6,2,4.5,1.6,4
"8623",21,"Belgium",3,2,1,2,4,3,3,NA,3,NA,2,NA,NA,NA,NA,NA,3,NA,"Female",1,4,NA,4,4,4,4,NA,4,4,4,2,"Contact",3.625,2.55555555555556,3,4,2.8,3.25,4,3.625,13,3,2.8,6.5
"8624",21,"Belgium",5,2,1,1,6,1,5,5,1,1,4,4,1,1,1,1,1,1,"Female",4,4,2,4,4,4,4,3,4,4,6,6,"Contact",3.7,2.33333333333333,2,2,1.1,3.6,3.8,3.7,7,4.5,1.1,14
"8625",21,"Belgium",3,1,1,1,3,1,2,1,4,1,1,1,3,3,3,4,1,1,"Female",4,4,2,4,4,4,4,2,4,4,6,5,"Contact",3.6,2.13333333333333,4,3,2.7,3.6,3.6,3.6,5,4,2.7,7.5
