"","Age","Country","TRAD_F_1","TRAD_F_2","TRAD_F_3","TRAD_F_4","TRAD_F_5","TRAD_F_6","TRAD_F_7","TRAD_F_8","TRAD_F_9","TRAD_F_10","TRAD_F_11","TRAD_F_12","TRAD_M_13","TRAD_M_14","TRAD_M_15","TRAD_M_16","TRAD_M_17","TRAD_M_18","SEX_BIN","ATG1R","ATG2R","ATG3R","ATG4R","ATG5R","ATL1R","ATL2R","ATL3R","ATL4R","ATL5R","SSM","SSP","CONTBIN","ATTGL","GRTRAD","REL_1rec","REL_2rec","RELIGIOSITY_NEW","ATT_GAY","ATT_LESB","ATT_GL","Numb_Contacts","Meanqual","RELIGIOSITY","Contact2"
"115",23,"France",3,5,1,1,5,5,6,2,5,5,1,3,3,3,3,3,3,3,"Male",3,3,3,4,4,3,3,3,4,4,4,4,"No contact",3.4,3.46666666666667,3,4,2.8,3.4,3.4,3.4,0,NA,2.8,NA
"116",23,"France",1,1,1,1,6,1,6,1,6,1,1,1,1,3,1,1,1,1,"Male",4,4,3,4,4,4,4,3,4,4,5,5,"No contact",3.8,2.13333333333333,2,2,1.1,3.8,3.8,3.8,0,NA,1.1,NA
"117",NA,"France",3,4,2,2,5,4,4,5,6,4,3,3,4,3,2,2,3,2,"Male",4,4,1,4,4,4,4,1,4,4,5,5,"No contact",3.4,3.4,2,2,1.1,3.4,3.4,3.4,0,NA,1.1,NA
"118",19,"France",1,2,1,1,6,5,3,3,1,4,1,2,1,1,3,5,3,3,"Male",3,1,2,3,4,4,4,4,3,4,5,3,"No contact",3.2,2.46666666666667,2,2,1.1,2.6,3.8,3.2,0,NA,1.1,NA
"119",32,"France",6,6,6,6,6,6,1,1,1,6,6,2,6,6,6,6,6,6,"Male",4,1,1,1,1,1,1,1,1,1,1,1,"No contact",1.3,5.06666666666667,7,6,6,1.6,1,1.3,0,NA,6,NA
"120",22,"France",5,4,3,2,5,3,5,3,5,3,4,3,5,5,3,4,4,4,"Male",4,3,4,4,4,4,4,4,4,4,5,5,"No contact",3.9,3.93333333333333,2,2,1.1,3.8,4,3.9,0,NA,1.1,NA
"121",18,"France",5,4,3,3,4,3,4,3,4,4,3,3,4,4,4,4,4,4,"Male",3,2,3,2,3,3,3,3,3,3,4,4,"No contact",2.8,3.73333333333333,3,2,1.6,2.6,3,2.8,0,NA,1.6,NA
"122",18,"France",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"No contact",NA,NA,3,6,4,NA,NA,NA,0,NA,4,NA
"123",18,"France",5,5,4,4,5,3,4,NA,NA,NA,4,3,NA,NA,NA,NA,NA,NA,"Male",2,2,2,2,3,2,2,2,2,3,2,2,"No contact",2.2,4.11111111111111,4,3,2.7,2.2,2.2,2.2,0,NA,2.7,NA
"124",28,"France",4,4,2,2,4,3,5,2,5,3,3,3,NA,NA,NA,NA,NA,NA,"Male",4,3,3,4,4,4,3,3,4,4,5,5,"No contact",3.6,3.45454545454545,2,3,1.7,3.6,3.6,3.6,0,NA,1.7,NA
"125",18,"France",3,5,1,1,5,5,4,5,4,NA,4,5,3,3,3,3,3,3,"Male",4,4,4,4,4,4,4,4,4,4,6,6,"No contact",4,3.5,2,2,1.1,4,4,4,0,4,1.1,0
"126",20,"France",6,6,4,4,5,5,5,3,4,5,5,4,NA,NA,NA,NA,NA,NA,"Male",1,1,1,1,1,2,3,2,3,2,1,1,"No contact",1.7,4.81818181818182,2,2,1.1,1,2.4,1.7,0,NA,1.1,NA
"127",20,"France",5,3,1,1,6,1,4,3,4,3,4,3,5,4,4,4,4,4,"Male",3,3,2,4,4,4,4,2,4,4,6,6,"No contact",3.4,3.46666666666667,3,2,1.6,3.2,3.6,3.4,0,NA,1.6,NA
"128",21,"France",5,2,1,1,5,1,4,3,4,4,2,4,4,3,4,4,3,4,"Male",3,3,1,3,4,3,3,1,3,4,5,5,"No contact",2.8,3.2,2,4,2.3,2.8,2.8,2.8,0,NA,2.3,NA
"129",20,"France",3,3,1,1,4,1,3,1,2,1,1,1,NA,NA,NA,NA,NA,NA,"Male",4,2,1,4,4,4,4,1,4,4,5,4,"No contact",3.2,1.90909090909091,3,3,2.2,3,3.4,3.2,0,NA,2.2,NA
"130",36,"France",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male",4,1,1,1,1,1,1,1,1,1,1,1,"No contact",1.3,NA,2,4,2.3,1.6,1,1.3,0,NA,2.3,NA
"131",18,"France",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No contact",NA,NA,3,2,1.6,NA,NA,NA,0,NA,1.6,NA
"132",NA,"France",2,4,1,2,5,4,4,4,4,4,4,4,3,3,3,3,4,3,"Male",4,4,3,4,4,4,4,3,4,3,6,6,"No contact",3.7,3.33333333333333,2,4,2.3,3.8,3.6,3.7,0,NA,2.3,NA
"133",20,"France",5,4,5,2,5,3,3,3,3,4,2,3,4,4,4,4,4,4,"Male",4,4,2,4,4,4,4,2,4,4,6,6,"No contact",3.6,3.66666666666667,3,2,1.6,3.6,3.6,3.6,0,3,1.6,0
"134",19,"France",2,4,5,2,5,2,4,4,5,3,3,3,3,3,3,4,3,3,"Male",4,4,4,3,4,4,4,4,3,4,6,4,"No contact",3.8,3.4,2,2,1.1,3.8,3.8,3.8,0,NA,1.1,NA
"135",20,"France",4,1,1,1,4,4,4,2,5,4,1,2,4,4,2,2,3,3,"Male",4,3,3,4,4,NA,NA,NA,NA,NA,6,3,"No contact",3.6,2.86666666666667,2,2,1.1,3.6,NA,3.6,0,NA,1.1,NA
"136",NA,"France",4,3,4,1,4,1,1,4,2,2,1,2,1,1,1,1,1,1,"Male",4,4,4,4,4,4,4,4,4,4,6,5,"No contact",4,1.93333333333333,2,2,1.1,4,4,4,0,NA,1.1,NA
"137",19,"France",5,5,5,1,6,3,5,5,1,3,3,3,5,5,3,2,4,4,"Male",4,4,4,4,4,4,4,4,4,4,5,5,"No contact",4,3.66666666666667,2,2,1.1,4,4,4,0,NA,1.1,NA
"138",NA,"France",5,2,1,1,6,6,6,6,6,6,1,6,4,6,3,6,3,6,"Male",4,4,1,4,NA,4,4,1,4,4,6,6,"No contact",3.33333333333333,4.33333333333333,2,2,1.1,3.25,3.4,3.325,0,NA,1.1,NA
"139",21,"France",3,4,2,3,5,2,5,2,5,2,4,3,5,5,5,4,4,3,"Male",4,1,3,4,4,4,3,2,4,4,4,2,"No contact",3.3,3.8,3,3,2.2,3.2,3.4,3.3,0,NA,2.2,NA
"140",19,"France",4,4,3,1,5,3,4,2,3,4,4,5,4,4,3,3,3,3,"Male",3,3,1,4,4,4,4,2,4,4,6,6,"No contact",3.3,3.6,3,3,2.2,3,3.6,3.3,0,NA,2.2,NA
"141",26,"France",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,"No contact",NA,NA,2,5,2.9,NA,NA,NA,0,NA,2.9,NA
"142",18,"France",4,2,1,2,5,2,2,5,2,4,4,4,2,2,2,2,2,2,"Male",4,4,3,4,3,4,4,3,4,3,5,5,"No contact",3.6,2.66666666666667,3,4,2.8,3.6,3.6,3.6,0,NA,2.8,NA
"143",NA,"France",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"No contact",NA,NA,7,5,5.4,NA,NA,NA,0,NA,5.4,NA
"144",NA,"France",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No contact",NA,NA,2,2,1.1,NA,NA,NA,0,NA,1.1,NA
"145",NA,"France",3,2,2,1,6,2,3,5,4,3,4,3,4,4,4,4,3,3,"Male",4,3,2,4,4,4,4,2,4,4,5,4,"No contact",3.5,3.26666666666667,2,2,1.1,3.4,3.6,3.5,0,NA,1.1,NA
"146",18,"France",4,2,3,2,5,2,3,3,4,2,1,2,4,5,3,3,4,4,"Male",2,3,3,3,3,3,3,3,3,3,4,4,"No contact",2.9,3,2,2,1.1,2.8,3,2.9,0,NA,1.1,NA
"147",NA,"France",6,3,6,2,6,3,2,5,4,4,2,6,3,5,3,5,5,4,"Male",3,3,3,4,4,4,4,4,4,4,1,1,"No contact",3.7,4,2,2,1.1,3.4,4,3.7,0,NA,1.1,NA
"148",24,"France",2,4,1,1,4,3,2,4,4,4,1,3,1,1,1,1,1,1,"Male",4,4,4,4,4,4,4,4,4,4,6,5,"No contact",4,2.2,2,2,1.1,4,4,4,0,NA,1.1,NA
"149",21,"France",5,1,1,1,5,1,6,6,1,1,5,1,1,2,1,1,1,1,"Male",3,3,2,3,3,3,3,2,3,3,5,4,"No contact",2.8,2.2,3,3,2.2,2.8,2.8,2.8,0,NA,2.2,NA
"150",45,"France",3,3,1,1,6,4,4,3,4,3,4,3,3,1,3,4,3,3,"Male",3,3,2,3,3,3,3,2,3,3,3,NA,"No contact",2.8,3.13333333333333,2,NA,1,2.8,2.8,2.8,0,NA,1,NA
"151",20,"France",2,1,1,1,6,1,3,1,3,1,3,1,6,6,6,6,6,6,"Male",4,2,2,4,4,4,3,2,4,4,6,6,"No contact",3.3,3.13333333333333,2,2,1.1,3.2,3.4,3.3,0,NA,1.1,NA
"152",21,"France",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,"No contact",NA,NA,2,4,2.3,NA,NA,NA,0,NA,2.3,NA
"153",22,"France",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"No contact",NA,NA,2,3,1.7,NA,NA,NA,0,NA,1.7,NA
"154",20,"France",6,4,3,5,6,2,5,5,3,5,5,4,6,6,5,5,6,6,"Male",2,3,1,4,2,3,3,2,3,2,5,5,"No contact",2.5,4.66666666666667,7,5,5.4,2.4,2.6,2.5,0,NA,5.4,NA
"155",NA,"France",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"No contact",NA,NA,3,2,1.6,NA,NA,NA,0,NA,1.6,NA
"156",23,"France",3,2,1,1,4,1,6,5,6,2,3,2,4,5,3,4,3,4,"Male",4,4,1,4,4,4,4,1,4,4,6,6,"No contact",3.4,3.13333333333333,2,2,1.1,3.4,3.4,3.4,0,4,1.1,0
"157",21,"France",3,4,1,2,2,1,5,5,6,4,1,2,5,5,4,4,5,5,"Male",3,2,2,3,3,3,2,2,3,3,1,1,"No contact",2.6,3.26666666666667,2,3,1.7,2.6,2.6,2.6,0,NA,1.7,NA
"158",18,"France",6,1,1,1,6,1,4,3,4,2,2,2,1,2,1,1,1,1,"Male",4,4,4,4,4,4,4,4,4,4,6,6,"No contact",4,2.33333333333333,3,3,2.2,4,4,4,0,NA,2.2,NA
"159",18,"France",1,3,1,2,NA,NA,1,NA,1,NA,1,NA,NA,3,NA,1,1,1,"Male",4,4,4,4,4,4,4,4,4,4,3,3,"No contact",4,1.55555555555556,4,3,2.7,4,4,4,0,NA,2.7,NA
"160",20,"France",6,4,1,2,6,4,4,3,4,4,3,4,3,4,1,1,1,1,"Male",4,4,2,3,3,4,4,2,3,3,5,4,"No contact",3.2,3.4,2,2,1.1,3.2,3.2,3.2,0,NA,1.1,NA
"161",18,"France",2,1,1,1,3,1,1,1,4,1,1,1,4,4,3,3,3,3,"Male",4,4,2,4,4,4,4,2,4,NA,6,6,"No contact",3.55555555555556,2.06666666666667,3,3,2.2,3.6,3.5,3.55,0,NA,2.2,NA
"162",22,"France",4,4,4,1,6,1,6,NA,6,NA,3,NA,NA,NA,NA,NA,NA,NA,"Male",1,1,NA,1,1,3,4,NA,NA,NA,1,1,"No contact",1.83333333333333,3.88888888888889,3,5,3.4,1,3.5,2.25,0,NA,3.4,NA
"163",19,"France",5,4,1,1,5,6,6,3,6,3,2,3,4,3,3,3,3,3,"Male",4,4,3,4,4,4,4,3,4,4,6,6,"No contact",3.8,3.66666666666667,2,2,1.1,3.8,3.8,3.8,0,NA,1.1,NA
"164",19,"France",3,3,1,1,6,1,6,4,3,4,5,4,3,2,1,4,4,2,"Male",3,3,1,3,3,3,3,1,3,3,3,3,"No contact",2.6,3.13333333333333,2,2,1.1,2.6,2.6,2.6,0,NA,1.1,NA
"165",20,"France",5,5,2,1,6,4,5,2,5,4,3,4,3,3,3,3,3,3,"Male",4,4,4,4,4,4,4,4,4,4,6,6,"No contact",4,3.73333333333333,2,2,1.1,4,4,4,0,NA,1.1,NA
"166",20,"France",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male",1,1,1,1,1,1,1,1,1,1,1,1,"No contact",1,NA,7,6,6,1,1,1,0,NA,6,NA
"167",25,"France",1,4,4,1,6,5,4,5,1,5,1,1,5,6,4,6,6,6,"Male",4,4,3,2,4,4,4,3,2,4,5,4,"No contact",3.4,3.6,3,2,1.6,3.4,3.4,3.4,0,NA,1.6,NA
"168",22,"France",5,5,4,4,6,4,5,3,5,3,2,4,NA,NA,NA,NA,NA,NA,"Male",3,3,2,3,4,4,4,2,3,4,5,5,"No contact",3.2,4.27272727272727,2,2,1.1,3,3.4,3.2,0,NA,1.1,NA
"169",23,"France",4,3,3,1,5,2,3,3,4,3,3,3,4,4,4,4,3,3,"Male",3,3,3,4,4,4,3,3,4,4,4,2,"No contact",3.5,3.33333333333333,3,2,1.6,3.4,3.6,3.5,0,NA,1.6,NA
"170",NA,"France",4,2,3,1,3,1,4,3,3,2,3,4,5,5,4,4,4,4,"Male",4,4,2,4,4,4,4,2,4,4,5,5,"No contact",3.6,3.2,2,2,1.1,3.6,3.6,3.6,0,NA,1.1,NA
"171",30,"France",3,6,3,3,6,4,4,1,4,6,2,6,6,6,6,6,1,6,"Male",NA,NA,NA,NA,NA,1,2,2,1,2,2,2,"No contact",1.6,4.73333333333333,3,3,2.2,NA,1.6,1.6,0,NA,2.2,NA
"172",NA,"France",3,4,4,3,4,4,4,3,4,4,3,4,4,4,4,4,4,4,"Male",4,4,2,4,3,4,4,2,4,3,3,3,"No contact",3.4,3.8,5,4,3.8,3.4,3.4,3.4,0,NA,3.8,NA
"173",21,"France",6,6,6,NA,6,NA,6,6,NA,6,NA,6,4,6,1,1,NA,NA,"Male",1,3,2,1,1,1,3,2,1,1,1,1,"No contact",1.6,4.90909090909091,7,6,6,1.6,1.6,1.6,0,NA,6,NA
"174",22,"France",3,3,1,1,5,3,1,4,1,4,1,5,NA,NA,NA,NA,NA,NA,"Male",4,4,4,4,4,4,4,4,4,4,6,5,"No contact",4,2.54545454545455,2,4,2.3,4,4,4,0,NA,2.3,NA
"175",21,"France",6,4,3,1,6,1,3,5,4,2,1,4,6,4,3,4,3,4,"Male",1,2,3,4,4,4,4,3,4,4,1,3,"No contact",3.3,3.46666666666667,3,2,1.6,2.8,3.8,3.3,0,NA,1.6,NA
"176",21,"France",5,4,2,1,5,1,2,4,2,3,3,4,4,4,3,2,2,3,"Male",4,3,3,4,4,4,3,3,4,4,5,4,"No contact",3.6,3,2,2,1.1,3.6,3.6,3.6,0,NA,1.1,NA
"177",18,"France",5,3,1,1,5,2,3,3,4,2,3,2,NA,NA,NA,NA,NA,NA,"Male",4,4,3,4,4,4,4,3,4,4,6,5,"No contact",3.8,2.81818181818182,2,2,1.1,3.8,3.8,3.8,0,NA,1.1,NA
"178",19,"France",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No contact",NA,NA,3,3,2.2,NA,NA,NA,0,NA,2.2,NA
"179",25,"France",6,2,1,1,6,3,4,4,5,4,3,3,3,4,4,3,3,3,"Male",4,4,4,4,4,4,4,4,4,4,6,5,"No contact",4,3.46666666666667,3,4,2.8,4,4,4,0,NA,2.8,NA
"180",18,"France",4,4,3,3,5,4,4,4,3,5,3,4,4,4,4,3,4,3,"Male",3,2,1,3,2,2,2,1,3,3,3,2,"No contact",2.2,3.8,2,2,1.1,2.2,2.2,2.2,0,NA,1.1,NA
"181",23,"France",4,3,1,2,6,1,6,5,5,2,6,1,NA,NA,NA,NA,NA,NA,"Male",4,3,1,4,4,4,4,3,4,4,5,5,"No contact",3.5,3.36363636363636,2,2,1.1,3.2,3.8,3.5,0,NA,1.1,NA
"182",21,"France",2,2,1,1,6,1,3,2,1,1,1,1,4,3,1,4,3,3,"Male",4,4,4,4,4,4,4,4,4,4,6,6,"No contact",4,2.13333333333333,3,4,2.8,4,4,4,0,NA,2.8,NA
"183",24,"France",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male",4,4,3,4,4,4,4,4,4,4,4,NA,"No contact",3.9,NA,2,2,1.1,3.8,4,3.9,0,NA,1.1,NA
"184",19,"France",NA,NA,1,1,NA,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male",1,1,1,1,3,3,3,2,3,3,1,1,"No contact",2.1,1.75,3,4,2.8,1.4,2.8,2.1,0,NA,2.8,NA
"185",NA,"France",4,5,3,2,5,3,6,3,4,5,4,4,6,6,4,5,6,6,"Male",1,1,1,1,1,1,1,1,1,1,1,1,"No contact",1,4.4,3,4,2.8,1,1,1,0,NA,2.8,NA
"186",24,"France",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,"No contact",NA,NA,2,2,1.1,NA,NA,NA,0,NA,1.1,NA
"187",NA,"France",3,1,2,1,6,2,5,2,5,2,3,3,2,1,2,1,1,1,"Male",4,4,3,4,3,4,4,3,4,3,6,6,"No contact",3.6,2.6,2,2,1.1,3.6,3.6,3.6,0,NA,1.1,NA
"188",29,"France",5,6,2,3,6,6,4,6,5,6,3,6,6,6,4,1,5,6,"Male",1,1,1,1,1,4,1,1,1,1,1,1,"No contact",1.3,4.6,7,5,5.4,1,1.6,1.3,0,NA,5.4,NA
"189",35,"France",6,6,5,6,6,6,5,6,5,6,6,6,6,6,6,6,6,6,"Male",1,1,1,1,1,1,1,1,1,1,1,1,"No contact",1,5.8,7,6,6,1,1,1,0,NA,6,NA
"190",47,"France",6,6,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,6,NA,NA,NA,NA,"Male",1,1,1,1,NA,1,1,1,1,NA,1,1,"No contact",1,6,7,5,5.4,1,1,1,0,NA,5.4,NA
"191",30,"France",6,5,5,4,6,3,4,5,5,6,1,6,6,6,4,5,6,6,"Male",1,1,1,1,1,1,1,1,1,1,1,1,"No contact",1,4.8,7,6,6,1,1,1,0,NA,6,NA
"192",24,"France",6,2,2,3,6,4,6,4,6,5,4,5,6,6,NA,2,5,5,"Male",2,2,2,2,1,2,2,2,2,1,1,1,"No contact",1.8,4.5,7,6,6,1.8,1.8,1.8,0,NA,6,NA
"193",27,"France",6,6,6,1,6,1,6,6,6,6,4,6,4,4,4,4,4,4,"Male",4,4,3,NA,4,4,4,3,4,4,6,6,"No contact",3.77777777777778,4.66666666666667,2,2,1.1,3.75,3.8,3.775,0,NA,1.1,NA
"194",27,"France",4,1,1,2,6,1,6,2,6,3,1,3,5,6,4,4,4,5,"Male",4,4,1,4,4,4,4,1,4,4,6,6,"No contact",3.4,3.53333333333333,2,2,1.1,3.4,3.4,3.4,0,NA,1.1,NA
"195",19,"France",3,2,1,1,4,1,4,1,4,1,1,1,NA,NA,NA,NA,NA,NA,"Male",4,4,3,4,4,4,4,4,4,4,6,5,"No contact",3.9,2.09090909090909,2,2,1.1,3.8,4,3.9,0,NA,1.1,NA
"196",26,"France",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,4,4,1,4,4,4,4,1,4,4,6,6,"Contact",3.4,1,2,2,1.1,3.4,3.4,3.4,8,4,1.1,12
"197",21,"France",3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3,4,3,4,4,3,4,3,6,6,"Contact",3.6,1.5,5,6,5,3.6,3.6,3.6,1,5,5,2.5
"198",23,"France",1,1,1,1,1,1,6,1,6,1,1,1,1,1,1,1,1,1,NA,4,4,1,4,4,4,4,1,4,4,6,6,"Contact",3.4,1.66666666666667,2,4,2.3,3.4,3.4,3.4,11,3.66666666666667,2.3,12.8333333333333
"199",37,"France",4,5,2,3,3,3,3,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,4,4,4,4,4,5,5,"Contact",4,3.22222222222222,2,2,1.1,4,4,4,3,5,1.1,7.5
"200",24,"France",4,1,1,1,4,1,1,3,4,1,1,1,4,4,1,4,4,4,"Female",4,4,3,4,4,4,4,4,4,4,6,6,"Contact",3.9,2.2,2,2,1.1,3.8,4,3.9,7,4.33333333333333,1.1,12.8333333333333
"201",26,"France",5,3,2,1,5,1,4,3,5,4,2,2,4,3,3,4,3,4,"Female",4,4,4,4,4,4,4,4,4,4,6,6,"Contact",4,3.2,3,2,1.6,4,4,4,9,4.5,1.6,18
"202",27,"France",1,1,1,1,3,1,6,4,6,1,1,1,1,1,1,1,1,1,"Female",4,4,4,4,4,4,4,4,4,4,6,6,"Contact",4,1.8,2,4,2.3,4,4,4,12,4,2.3,18
"203",NA,"France",NA,1,1,1,NA,1,1,1,2,1,1,1,1,1,1,1,1,1,"Female",4,4,4,4,4,4,4,4,4,4,6,6,"Contact",4,1.07692307692308,2,2,1.1,4,4,4,4,4,1.1,6
"204",30,"France",3,1,1,1,2,2,1,2,1,1,1,1,2,2,NA,4,2,2,"Female",4,4,3,4,4,4,4,3,4,4,6,6,"Contact",3.8,1.64285714285714,2,3,1.7,3.8,3.8,3.8,12,5,1.7,30
"205",23,"France",4,2,1,1,5,2,1,3,1,3,1,2,1,1,1,1,1,1,"Female",4,4,4,4,4,4,4,4,4,4,6,6,"Contact",4,1.8,2,2,1.1,4,4,4,6,4,1.1,9
"206",NA,"France",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,"Contact",NA,NA,2,2,1.1,NA,NA,NA,8,4.5,1.1,16
"207",NA,"France",4,3,2,2,4,4,3,4,3,3,2,3,3,3,3,3,3,3,"Female",3,4,1,4,3,3,3,1,4,3,4,5,"Contact",2.9,3,2,4,2.3,3,2.8,2.9,9,4,2.3,13.5
"208",54,"France",4,1,1,2,5,1,4,5,5,2,2,3,4,4,5,5,4,4,"Female",4,4,2,4,3,4,4,3,4,3,4,3,"Contact",3.5,3.2,3,4,2.8,3.4,3.6,3.5,4,5,2.8,10
"209",20,"France",1,1,1,1,2,1,5,2,2,1,1,1,1,1,1,3,3,1,"Female",4,4,4,4,4,4,4,4,4,4,6,5,"Contact",4,1.53333333333333,2,2,1.1,4,4,4,9,4.33333333333333,1.1,16.5
"210",24,"France",3,3,1,1,4,1,2,2,2,2,2,2,2,1,2,2,2,2,"Female",4,4,2,4,2,4,4,2,4,2,6,5,"Contact",3.2,2,3,2,1.6,3.2,3.2,3.2,13,3.5,1.6,13
"211",30,"France",5,1,1,1,4,1,1,6,1,1,1,1,3,2,1,1,1,1,"Female",4,4,1,4,4,4,4,1,4,4,6,6,"Contact",3.4,1.66666666666667,6,5,4.9,3.4,3.4,3.4,6,4,4.9,9
"212",23,"France",1,1,1,2,3,1,1,1,1,1,1,1,3,3,1,2,1,1,"Female",4,4,3,4,4,4,4,3,4,4,6,6,"Contact",3.8,1.53333333333333,3,2,1.6,3.8,3.8,3.8,2,3,1.6,1
"213",26,"France",4,1,1,2,4,2,1,1,1,1,1,4,4,4,4,4,4,4,"Female",4,4,4,4,4,4,4,4,4,4,5,6,"Contact",4,2.53333333333333,2,2,1.1,4,4,4,9,4,1.1,13.5
"214",29,"France",5,2,1,1,6,1,2,4,3,2,NA,2,3,NA,3,3,2,3,"Female",4,4,4,4,4,4,4,4,4,4,6,5,"Contact",4,2.61538461538462,3,3,2.2,4,4,4,12,4,2.2,18
"215",22,"France",2,2,1,1,5,1,2,1,4,2,1,2,2,2,2,2,1,3,"Female",4,4,4,4,4,4,4,4,4,4,6,6,"Contact",4,2.06666666666667,2,3,1.7,4,4,4,11,4.5,1.7,22
"216",30,"France",4,4,1,1,5,4,1,3,4,4,1,4,3,4,3,3,4,3,"Female",4,4,3,3,4,4,4,3,3,4,6,6,"Contact",3.6,3.06666666666667,3,2,1.6,3.6,3.6,3.6,8,3.5,1.6,8
"217",25,"France",1,1,1,1,1,1,1,3,1,1,1,1,4,1,1,1,1,1,"Female",4,4,3,4,4,4,4,3,4,4,6,6,"Contact",3.8,1.2,2,2,1.1,3.8,3.8,3.8,13,3.33333333333333,1.1,10.8333333333333
"218",25,"France",1,1,1,1,1,1,2,1,5,1,1,1,2,2,1,4,1,1,"Female",4,4,4,4,3,4,4,4,4,4,5,NA,"Contact",3.9,1.66666666666667,2,2,1.1,3.8,4,3.9,5,2.5,1.1,0
"219",26,"France",2,3,1,1,2,1,3,6,3,2,1,1,4,2,4,3,2,2,"Female",4,4,1,4,4,4,4,4,4,4,6,6,"Contact",3.7,2.2,2,3,1.7,3.4,4,3.7,5,4,1.7,7.5
"220",NA,"France",6,3,2,2,6,2,2,3,6,1,4,4,5,5,2,3,2,2,"Female",4,4,4,4,4,4,4,4,4,4,6,6,"Contact",4,3.53333333333333,2,2,1.1,4,4,4,12,5,1.1,30
"221",22,"France",3,2,1,1,6,2,4,1,3,1,1,1,1,1,1,1,1,1,"Female",4,4,2,4,4,4,4,2,4,4,5,NA,"Contact",3.6,1.93333333333333,2,4,2.3,3.6,3.6,3.6,12,4,2.3,18
"222",23,"France",5,3,1,1,5,4,6,6,6,4,5,5,1,1,1,1,1,1,"Female",4,4,1,4,3,4,4,1,4,3,5,5,"Contact",3.2,3.26666666666667,2,2,1.1,3.2,3.2,3.2,6,3,1.1,3
"223",22,"France",1,1,1,1,4,1,4,1,3,1,1,1,1,1,1,1,1,1,"Female",4,4,1,4,4,4,4,1,4,4,6,5,"Contact",3.4,1.53333333333333,NA,4,3.6,3.4,3.4,3.4,12,4.5,3.6,24
"224",24,"France",6,2,1,1,6,3,4,3,3,2,1,1,4,4,4,2,1,4,"Female",4,4,NA,4,NA,4,4,NA,4,NA,6,6,"Contact",4,2.93333333333333,2,4,2.3,4,4,4,10,4,2.3,15
"225",27,"France",3,3,3,3,5,1,6,5,4,2,1,3,4,4,4,4,3,3,"Female",4,4,1,4,4,4,4,1,4,4,5,5,"Contact",3.4,3.33333333333333,3,3,2.2,3.4,3.4,3.4,3,4,2.2,4.5
"226",26,"France",6,1,1,1,NA,NA,6,NA,6,1,NA,NA,1,NA,NA,NA,NA,NA,"Female",4,4,4,4,4,4,4,4,4,4,6,6,"Contact",4,2.875,2,2,1.1,4,4,4,8,3,1.1,4
